Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Ferrao, Thomas","Queen's University (Kingston, Ontario)",Travel Awards - Institute Community Support,201501ISU,"Institute of Human Development, Child and Youth Health",How Independent Mobility Influences Outdoor Active Play among 8-11 year old children.,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2015
"Fletcher, Christopher; Gros-Louis, Nancy; Dubé, Eve; Tremblay, Marie-Claude",Université Laval,Indigenous COVID-19 Rapid Research Funding Opportunity - Knowledge Synthesis,202012ID1,Indigenous COVID-19 Rapid Research Funding Opportunity,How Indigenous communities in Quebec responded to COVID-19: A synthesis of community-level asset mobilization during the first wave of the pandemic,99184,0,1 yr 0 mth ,1.0,11.504742072162209,2020
"Highet, Megan J",University of Alberta,Travel Awards - Institute Community Support,201701ISU,Institute of Indigenous Peoples' Health,"How Involving Youth Enriches Research: A Community-Driven Project to Engage Indigenous Youth in Health Research in the Northwest Territories, Canada.",2650,0,1 yr 0 mth ,1.0,7.8826922062890254,2017
"Raz, Amir",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Operating Grant,201003MOP,"Behavioural Sciences - C: Behavioural Studies, Neuroscience and Cognition",How Suggestibility May Influence Placebo Response: Insights From a Novel Experimental Design,410000,0,4 yrs 0 mth ,0.0,12.923914877701906,2010
"Siddiqi, Arjumand",University of Toronto,Project Grant,202003PJT,"Public, Community & Population Health",How Unequal is Health Status Across Race/Ethnic Groups in Canada? Using Census-Linked Mortality Data to Answer the Government's Call for Rigorous Evidence,202725,0,2 yrs 0 mth ,0.0,12.219610592591318,2020
"Stewart, Sherry H; Yakovenko, Igor",Dalhousie University (Nova Scotia),Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,How and For Whom Does Gambling-Related Cyberloafing Explain the Links of Problem Gambling Severity to Adverse Work and Mental Health Outcomes?,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Mckay, Heather A; Day, Meghan E; Mackey, Dawn C; Sims-Gould, Joanie",University of British Columbia,Project Grant,201909PJT,Social Dimensions in Aging,"How can health benefits of an effective, scaled-up, health promotion model for older adults be sustained?",883576,0,4 yrs 0 mth ,0.0,13.691733720311543,2019
"Seymour, Rebecca",Direct Payment,Travel Awards - Institute Community Support,201309ISU,"Institute of Human Development, Child and Youth Health",How do caregivers of children 0-18 years old describe weight in relation to their children?,1000,0,0 yr 3 mths ,0.25,6.90875477931522,2013
"Widener, Michael J",University of Toronto,Travel Awards - Institute Community Support,201707ISU,IPPH - Healthy Cities Initiative Workshop,How do urban activity spaces and food environments affect the food shopping behaviours and health of young Canadian adults,1500,0,1 yr 0 mth ,1.0,7.313886831633462,2017
"El-Bialy, Rowan",Memorial University of Newfoundland,Master's Award - PA: RPP - Newfoundland and Labrador,201302MRN,Canada Graduate Scholarships Master's Awards B,How does gender influence the mental health of refugees in St. John's? A qualitative study.,8750,0,1 yr 0 mth ,1.0,9.076923258535832,2013
"Rich, Ashleigh J",Direct Payment,CIHR Fellowship,201910MFE,Health Research Training A - Post-PhD (HTA),"How does gender minority stress 'get under the skin'?: Multi-level stigma, multi-dimensional stress and premature aging for transgender women living with HIV",150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2019
"Potter-Dickey, Amelia M",University of Calgary,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,How does parenting interact with genetic differential susceptibility in predicting attachment patterns in preschool-aged children?,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2020
"Gariépy, Geneviève",McGill University,Travel Awards - Institute Community Support,201601ISU,Institute of Population and Public Health - Travel Awards,How does relative income deprivation during childhood impact adolescent mental health? Testing the critical period and accumulation of risk hypotheses.,2332,0,1 yr 0 mth ,1.0,7.75491027202143,2016
"Olstad, Dana Lee; Verschoor, Chris P",University of Calgary,Catalyst Grant: Analysis of CLSA Data - IPPH Mandate Early Career Researcher,202310AD7,Catalyst Grant: Analysis of CLSA Data,How does socioeconomic position become biologically embedded? A cross-national comparison of associations between socioeconomic position and epigenetic aging in middle-aged and older adults in Canada and the US,70000,0,1 yr 0 mth ,1.0,11.156264806643742,2023
"Dolovich, Lisa R; Mcdonough, Beatrice A",McMaster University,Operating Grant: Prevention of Cardiovascular and Respiratory Diseases,200904PCR,Operating Grant: Prevention of Cardiovascular and Respiratory Diseases,"How does the organization of community based networks foster screening, prevention and management of blood pressure?",353919,0,3 yrs 0 mth ,0.0,12.776826177876051,2009
"Robillard, Rébecca",University of Ottawa,Operating Grant: COVID-19 - Project Grant,202011MM1,Special Cases,"How has the COVID-19 pandemic impacted the mental and physical health of Indigenous people in Canada: Taking stock of challenges, needs and factors of resilience in the context of a global crisis",168300,0,2 yrs 0 mth ,0.0,12.033509321931893,2020
"Jiang, Yuanyuan; Bernhardt, Heidi; Rogers, Maria A",Saint Paul University (Ottawa),"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",How is COVID-19 continuing to impact children with and without Attention-Deficit/Hyperactivity Disorder?,149888,0,1 yr 0 mth ,1.0,11.917650299143244,2021
"Hart, Trevor A; Cox, John J; Jollimore, Jody; Lambert, Gilles; Moore, David M",Toronto Metropolitan University,Project Grant,201611PJT,Project Grant Competition,How is biomedical HIV prevention changing risk behaviour among gay and bisexual men? A multisite cohort study.,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2016
"Dimitris, Michelle C",McGill University,Travel Awards - Institute Community Support,201901ISU,"Institute of Human Development, Child and Youth Health",How is gestational weight gain between clinical visits best estimated in twin and singleton pregnancies?,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2019
"Reynolds, James N","Queen's University (Kingston, Ontario)",CIHR Café Scientifique Program,201106SCI,CIHR Café Scientifique Program,"How much is too much?   Understanding maternal drinking, prenatal alcohol exposure and its impact on individuals, families and society",3000,0,1 yr 0 mth ,1.0,8.006700845440367,2011
"Mustard, Cameron A",Institute for Work & Health (Toronto),Project Grant,201809PJT,"Public, Community & Population Health 2",How much movement do workers need to be healthy? Understanding work-related and non-work contributions to the movement patterns of Canadian workers and their cardiometabolic consequences.,91800,0,1 yr 0 mth ,1.0,11.427378469795439,2018
"McCready, Geneviève",University of Ottawa,Travel Awards - Institute Community Support,201901ISU,Institute of Aging,How nurses respond to social iniquities in health through health equity nursing practices,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2019
"Lapalme, Josée",Université de Montréal,Travel Awards - Institute Community Support,201707ISU,Institute of Cancer Research,How stakeholders' perceive the effects of future Scottish tobacco control on smoking inequalities,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2017
"Aplin, Laura",University of Alberta,Master's Award: Frederick Banting and Charles Best Canada Graduate Scholarships,200902CGM,Canada Graduate Scholarships Master's Awards B,How the availability of antiretroviral treatment impacts HIV knowledge and prevention in rural Uganda,17500,0,1 yr 0 mth ,1.0,9.770013301136158,2009
"Cutumisu, Nicoleta",Centre hospitalier de l'Université de Montréal (CHUM),Travel Awards - Institute Community Support,201409ISU,Institute of Population and Public Health - Travel Awards,How the built environment and population deprivation influence the reach of community-based activities emerging following a multimedia communication campaign: Results from Operation Wixx,2500,0,1 yr 0 mth ,1.0,7.824445930877619,2014
"Wazana, Ashley",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls - LOI",201504MWB,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls - LOI","How the early environment interacts with prenatal adversity and genetic susceptibility to moderate the risk for anxious and depressive disorders from infancy to early adolescence - the moderating effect of maternal care and gender, and the mediating effect of temperament",9990,0,1 yr 0 mth ,1.0,9.209439966733019,2015
"Wazana, Ashley; St-André, Martin",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls",201511MWG,"Team Grant: DOHaD - Implications for Men, Women, Boys and Girls",How the early environment interacts with prenatal adversity and genetic susceptibility to moderate the risk for anxious and depressive disorders from infancy to early adolescence - the moderating effect of maternal care and the mediating effect of temperament,1496217,0,5 yrs 0 mth ,0.0,14.218451148825284,2015
"Ma, Jinhui",McMaster University,Catalyst Grant: Analysis of CLSA Data,201909ACD,Catalyst Grant: Analysis of CLSA Data,How to Handle Missing Spirometry Data in Population-Based Studies?,70000,0,1 yr 0 mth ,1.0,11.156264806643742,2019
"Sharma, Sangita; Kandola, Kami",University of Alberta,Op. Gr.: Emerging COVID Res. Gaps & Priorities - Indigenous Health Research,202109ER5,Operating Grant: Emerging COVID-19 Research Gaps & Priorities (July 2021) - IHR,How will the immune response to COVID-19 vaccination among Indigenous peoples in the Northwest Territories change over time?,497911,0,1 yr 0 mth ,1.0,13.11817863356499,2021
"Larios, Oscar E",University of Saskatchewan,CIHR Café Scientifique Program,201106SCI,CIHR Café Scientifique Program,Human Immunodeficiency Virus (HIV) and Acquired Immunodeficiency Syndrome (AIDS) in Saskatchewan- Where are we now and what does the future hold?,3000,0,1 yr 0 mth ,1.0,8.006700845440367,2011
"Tremlett, Helen L",University of British Columbia,Project Grant - Priority Announcement - HIV/AIDS,201803PJZ,"Public, Community & Population Health 2","Human immunodeficiency virus, antiretroviral drugs and multiple sclerosis risk (HIV-MS)",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2018
"Trottier, Helen","Centre hospitalier universitaire Sainte-Justine (Montréal, Québec)",Operating Grant,200809MOP,Social & Developmental Aspects of Children's & Youth's Health,Human papillomavirus (HPV) perinatal transmission and risk of HPV persistance among children: A pilot cohort study.,400929,0,4 yrs 0 mth ,0.0,12.901542127459686,2008
"Farahbakhsh, Jasmine J",University of Alberta,Master's Award: Canada Graduate Scholarships,201302GSM,Canada Graduate Scholarships Master's Awards B,Hunger on Campus: Food insecurity among student clients of the University of Alberta Campus Food Bank,17500,0,1 yr 0 mth ,1.0,9.770013301136158,2013
"Dubé, Eve",Université Laval,Applied Public Health Chair - Research Area 1 - Infectious Diseases,202109PP1,IPPH / PHAC Applied Public Health Chair,Hésitation à la vaccination : Comprendre pour mieux agir,174260,0,6 yrs 0 mth ,0.0,12.068309454320403,2021
"Bootsma, Jael",McMaster University,Prize - IHDCYH Talks,201910IHT,Prize - IHDCYH Talks,I can talk! Technology gives a voice to children and youth who cannot speak.,750,0,1 yr 0 mth ,1.0,6.621405651764134,2019
"Wolfson, Christina M",Research Institute of the McGill University Health Centre,CIHR Café Scientifique Program,201205SCI,CIHR Café Scientifique Program,I'm not afraid of aging: But let's talk,3000,0,1 yr 0 mth ,1.0,8.006700845440367,2012
"Buchan, Sarah",Direct Payment,Travel Awards - Institute Community Support,201802ISU,IPPH - Starting Investigators Workshop Travel Bursaries,ICS Travel Awards,1370,0,1 yr 0 mth ,1.0,7.223295679562314,2018
"Dubé, Eve",Université Laval,Operating Grant: Joint Programming Initiative on Antimicrobial Resistance,201906AMR,Special Cases,"IDx: An exploration of regulatory, corporate, relational, and technical barriers to uptake of diagnostics in the fight against AMR",324000,0,3 yrs 0 mth ,0.0,12.688501881189456,2019
"Sbihi, Hind",University of British Columbia,CIHR Fellowship,201711MFE,Health Research Training A - Post-PhD (HTA),INSIDE-OUT: Unveiling predictors of childhood asthma,135000,0,3 yrs 0 mth ,0.0,11.813037464800539,2017
"Renoux, Christel; Azoulay, Laurent",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Project Grant,202109PJT,Biological and Clinical Aspects of Aging,INSPEIR: International Study for the Prevention of Dementia with Incretin-based drugs,252450,0,2 yrs 6 mths ,0.0,12.438972449459648,2021
"Liu, Jing Wen J",University of Toronto,CIHR Fellowship,202012MFE,Health Research Training B - HP,"INSPIRE: INcreasing Students' Pathways to Information, Resilience, and Empowerment",90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2020
"Winters, Meghan","Simon Fraser University (Burnaby, B.C.)",Planning and Dissemination Grant - Institute Community Support,202202PCS,Planning and Dissemination - Healthy Cities Research Initiative,INTERACT Knowledge Hub: Partnering to unlock the equity potential of sustainable transportation interventions,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2022
"Shareck, Martine",Université de Sherbrooke,Planning and Dissemination Grant - Institute Community Support,202302PCS,Planning and Dissemination Grants,INTERACT's Healthy City Solutions Summit: Tapping into community knowledge for equity-driven research and planning,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2023
"Fuller, Daniel L; Blais, Stéphane; McDonald, James; Beck, Ben; Shareck, Martine; Tomasone, Jennifer R",Memorial University of Newfoundland,Team Grant: HCIS - LOI - Population and public health,202110LT6,Team Grant : Healthy Cities Implementation Science (HCIS) Team Grants - LOI,"INTErventions, Research, and Action in Cities Team for Implementation Science (INTERACT IS)",25000,0,1 yr 0 mth ,1.0,10.12667110305036,2021
"Kestens, Yan",Centre hospitalier de l'Université de Montréal (CHUM),Planning/Dissemination Grants - IPPH - ICS - Building Healthy Cities - General,201711PD1,Planning and Dissemination - Healthy Cities Research Initiative,INTervention Research Across Cities Team,10000,0,1 yr 0 mth ,1.0,9.210440366976517,2017
"Fuller, Daniel L; Bracewell, Dale; Cloutier, Irène; Kestens, Yan; McDonald, James; Webb, Sarah; Winters, Meghan",Memorial University of Newfoundland,Project Grant,202104PJT,"Public, Community & Population Health","INTerventions, Equity, Research and Action in Cities Team (INTERACT)",918000,0,5 yrs 0 mth ,0.0,13.729953758926653,2021
"Fuller, Daniel L",University of Saskatchewan,CIHR-IMHA Inclusive Research Excellence Prizes - Open Science,202402RE3,Other : CIHR-IMHA Inclusive Research Excellence Prizes,"INTerventions, Equity, Research, and Action in Cities Team (INTERACT), Open Science for Healthy Cities",25000,0,1 yr 0 mth ,1.0,10.12667110305036,2024
"Brandon, Nicholas",Public Health Ontario (Toronto),Travel Awards - Institute Community Support,201901ISU,IPPH - Starting Investigators Workshop Travel Bursaries,IPPH Starting Investigators Workshop,1215,0,1 yr 0 mth ,1.0,7.103322062526113,2019
"Vasey, Paul L; Paterson, Andrew D",University of Lethbridge (Alberta),"Catalyst Grant: Methods and Measures for Gender, Sex and Health",200910MMG,"Catalyst Grant: Methods and Measures for Gender, Sex and Health Research",Identification of genes influencing male sexual orientation on a Polynesian island,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2009
"Kavsak, Peter A",McMaster University,Operating Grant,200903MOP,"Public, Community & Population Health - A",Identification of myocardial injury in the emergency setting using a biomarker panel and the next generation of high-sensitive cardiac troponin tests,166179,0,2 yrs 0 mth ,0.0,12.020826817218973,2009
"McGrath, Patrick J; Cogdon, Anne N",IWK Health Centre (Halifax),Knowledge Synthesis Grant,201005KRS,Knowledge Synthesis Grant,Identification of physical and psychosocial predictors of chronic pain in children and adolescents: A first step towards prevention,99983,0,1 yr 0 mth ,1.0,11.512765452168862,2010
"Mcbride, Katharine",University of Toronto,Master's Award - HIV/AIDS Community-Based Research: Aboriginal Stream,201204CBD,HIV/AIDS Community-Based Research - Aboriginal Stream,Identifying Barriers to HIV Testing on Fort McKay Reserve in Northern Alberta,35000,0,2 yrs 0 mth ,0.0,10.463131911491967,2012
"Villeneuve, Paul J; Rodriguez Villamizar, Laura A",Carleton University (Ottawa),Planning and Dissemination Grant - Institute Community Support,202402PCS,Planning and Dissemination Grants,Identifying Colombian-based research priorities to investigate through the creation of a Colombian Census Health Cohort,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2024
"Bilodeau, Nicole","Trent University (Peterborough, Ontario)",Travel Awards - Institute Community Support,201505ISU,Institute of Indigenous Peoples' Health,Identifying Indigenous Determinants of Health: A mixed-methods case study of Inuit health in Nunavik,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2015
"Werb, Daniel M",Unity Health Toronto,Project Grant - Priority Announcement: HIV/AIDS and STBBI,202010PJH,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Identifying Intersectional Stigma Intervention Targets for People Who Inject Drugs in a High-Risk International Setting,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2020
"Temple Newhook, Julie R",Memorial University of Newfoundland,Fellowship - PA: Regional Partnership Program - Newfoundland & Labrador,201202RNE,Health Research Training A - Post-PhD (HTA),Identifying Interventions to Increase Breastfeeding Duration in Newfoundland and Labrador,22500,0,1 yr 0 mth ,1.0,10.021315031649332,2012
"Rochon, Paula A",Women's College Hospital (Toronto),Team Grant: GenderNet Plus,201807GNP,Special Cases,Identifying Key Prescribing CASCADes in the Elderly: A Transnational Initiative on Drug Safety,299990,0,3 yrs 0 mth ,0.0,12.611507753188329,2018
"Hitzig, Sander L","Sunnybrook Research Institute (Toronto, Ontario)",Planning and Dissemination Grant - Institute Community Support,202307PCS,Planning and Dissemination Grants,Identifying Key Priorities in Housing and Health for People with Physical Disabilities,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2023
"Shuper, Paul A",Centre for Addiction and Mental Health (Toronto),Planning and Dissemination Grant - Institute Community Support,201903PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,"Identifying Means to Address Alcohol, Substance Use, and Mental Health Concerns to Enhance the HIV Care Continuum among Youth Living with HIV in Zimbabwe",15370,0,1 yr 0 mth ,1.0,9.640237896224932,2019
"Fazli, Ghazal S",University of Toronto,Travel Awards - Institute Community Support,201601ISU,CPHA Conference,Identifying Mechanisms for Facilitating Knowledge to Action Strategies on the Built Environment to Curb Obesity Epidemics,500,0,1 yr 0 mth ,1.0,6.2166061010848646,2016
"Brown, Denver M",University of Toronto,Travel Awards - Institute Community Support,201909ISU,"Institute of Human Development, Child and Youth Health",Identifying Patterns of Youth Movement Behaviours in Relation to Physical and Mental Health: A Latent Profile Analysis Approach,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2019
"Anderson, Geoffrey M",University of Toronto,Project Grant,202403PJT,"Public, Community & Population Health 2",Identifying Risk Factors and Informing Preventative Strategies to Reduce the Incidence of Mild Cognitive Impairment and Subsequent Dementia by Analysing the Canadian Longitudinal Study of Aging Using Advanced Statistical Methods and Machine Learning,371025,0,2 yrs 0 mth ,0.0,12.824027419996558,2024
"Shuper, Paul A; Lisk, Ryan C",Centre for Addiction and Mental Health (Toronto),Operating Grant - HIV/AIDS CBR Program - General,202104CBR,HIV/AIDS and STBBI Community-Based Research (General stream) Merged,"Identifying Strengths, Resiliencies, and Supports to Empower Gay, Bisexual, and other Men who Have Sex with Men Living with or at Risk of HIV in their Choice about Initiating Methamphetamine Use",449774,0,3 yrs 0 mth ,0.0,13.01650273670482,2021
"Henry, Bonnie J; Behn Smith, Daniele M; Jongbloed, Kate; Ogilvie, Gina S",University of British Columbia,Cat. Gr.:CPHO Report - Centre for Res. on Pand. Prepar. and Health Emerg.,202205FO3,Catalyst Grant : Chief Public Health Officer (CPHO) Report 2023,Identifying a path forward to measure racism as a determinant of health within BC population health and wellness reporting,99869,0,1 yr 0 mth ,1.0,11.51162461923718,2022
"Weichenthal, Scott A",McGill University,Foundation Grant,201610FDN,Foundation Grant,"Identifying and Evaluating New Environmental Risk Factors for Cancer, Cardiovascular, and Neurological Diseases through Innovative Approaches to Population-Based Exposure Assessment",1020510,0,5 yrs 0 mth ,0.0,13.83581404020383,2016
"Abramovich, Alex",Centre for Addiction and Mental Health (Toronto),Project Grant,202203PJT,"Gender, Sex & Health",Identifying and Examining Health Outcomes and Healthcare Utilization Among Transgender Adolescents and Youth Accessing Gender-Affirming Care in Ontario: A Mixed-Methods Study,401626,0,3 yrs 0 mth ,0.0,12.903279076175446,2022
"Faulkner, Guy",University of Toronto,Operating Grant,201110MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Identifying and Measuring Correlates and Determinants of Physical Activity in Individuals with Schizophrenia,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2011
"Black, Kerry; Swampy, Mario; Henderson, Rita I; Hubert, Casey; Parkins, Michael D; Sarin, Christopher",University of Calgary,Operating Grant - Indigenous COVID-19 Rapid Research FO - Research,202112FO1,Indigenous COVID-19 Rapid Research Funding Opportunity,Identifying and addressing barriers to cross-sectoral and community-based wastewater surveillance for the mitigation of secondary infections in rural and remote First Nations,250000,0,1 yr 0 mth ,1.0,12.429220196836383,2021
"Yakubovich, Alexa R",Dalhousie University (Nova Scotia),Op. Gr.: Addr. Wider Impacts of COVID-Imp. on social/econ/pop iss/pbl outcomes,202111WI2,Operating Grant : Addressing the Wider Health Impacts of COVID-,Identifying and contextualizing best practices in responding to violence against women during the COVID-19 pandemic: a mixed-methods study of the experiences of staff and survivors in three Canadian provinces,499647,0,2 yrs 0 mth ,0.0,13.121659129479962,2021
"Pinto, Andrew D",Unity Health Toronto,Project Grant - PA : Population and Public Health - Equitable AI,202010P13,"Public, Community & Population Health",Identifying and mitigating bias in machine learning models used in population health,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2020
"Laur, Celia",Women's College Hospital (Toronto),Planning and Dissemination Grant - Institute Community Support,202202PCS,Planning and Dissemination - IPPH - Social Science for Population Health,"Identifying and prioritizing research questions at the intersection of nutrition, health, education, and environment in line with the United Nations' Sustainable Development Goals",20000,0,1 yr 0 mth ,1.0,9.90353755128617,2022
"del Canto, Sugandhi",University of Saskatchewan,Planning and Dissemination Grant - Institute Community Support,201702PCS,Planning and Dissemination - HIV/AIDS and/or STBBIs,Identifying challenges and opportunities to point-of-care testing in Saskatchewan from the perspective of multiple stakeholders,10443,0,1 yr 0 mth ,1.0,9.25378292981902,2017
"Uhanova, Julia",University of Manitoba,Operating Grant - PA: Regional Partnership Program : Manitoba,201209RPA,"Public, Community & Population Health 2","Identifying demographic, epidemiologic, clinical outcome and health care utilization trends in Canadians with chronic hepatitis C viral infections over the past two decades.",59555,0,2 yrs 0 mth ,0.0,10.994672325375442,2012
"Zinszer, Kate A",Université de Montréal,Project Grant,201909PJT,"Public, Community & Population Health 2",Identifying disease determinants and forecasting potential of co-circulating arboviruses,317476,0,3 yrs 0 mth ,0.0,12.66816065374603,2019
"Wendt, Dennis C; Charlong, Pamela A; Brunelle, Caroline; Burack, Jacob A; Mushquash, Christopher J; O'Connor, Roisin M; Stewart, Sherry H",McGill University,O. Gr.: Addr. the Health Impacts of COVID-19 - Indigenous Health Research,202111WI4,Wider Health Impacts of COVID-19: Indigenous Health Research,Identifying effective interventions for addressing social issues and disparities faced by Indigenous individuals with substance use problems in response to the COVID-19 pandemic,346935,0,2 yrs 0 mth ,0.0,12.756895603877863,2021
"Salma, Jordana M",University of Alberta,Travel Awards - Institute Community Support,201802ISU,Summer Program in Aging,Identifying experiences and needs for healthy aging in Muslim immigrant    communities in Edmonton: A community-based participatory research project.,551,0,1 yr 0 mth ,1.0,6.313548046277095,2018
"Hilario, Carla T; Amany, Raissa; Smith, Stacie; Boakye, Priscilla N; Cassidy, Christine E; Foster-Boucher, Caroline H",University of British Columbia,Catalyst Grant: Healthy Youth,202311HEY,Catalyst Grant : Healthy Youth,Identifying health research and knowledge mobilization priorities for promoting health equity in Canada's youth,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Cole, Adam G",University of Ontario Institute of Technology,Op Gr: Data Analysis Using Existing Databases n Cohorts-Cancer Prevention n Ctrl,201910DA1,Data Analysis Using Existing Databases and Cohorts,"Identifying individual and socio-environmental factors influencing initiation, progression, and cessation of vaping among secondary school students in four Canadian provinces",59070,0,1 yr 0 mth ,1.0,10.986495389225194,2019
"Ferlatte, Olivier",Université de Montréal,Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,Identifying innovative responses to problematic gambling among LGBTQ2S+ communities in Canada - A mixed-methods study,100000,0,1 yr 0 mth ,1.0,11.51293546492023,2023
"Goldenberg, Anna",Hospital for Sick Children (Toronto),Project Grant,201603PJT,Project Grant Competition,Identifying integrative biomarkers of risk and resilience to childhood psychopathology,588665,0,4 yrs 0 mth ,0.0,13.28561423897446,2016
"Baugh Littlejohns, Lori K",University of British Columbia,Health System Impact Fellowships - PostDoc Western Canada 2 year,202102HI7,Fellowship : Health System Impact Fellowships Post Doctoral Fellows (IHSPR FE),Identifying leverage points for strengthening coordinated intersectoral action for health promotion in British Columbia,54250,0,2 yrs 0 mth ,0.0,10.90137670441254,2021
"Colman, Ian R",University of Ottawa,Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202210EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,"Identifying long-term predictors of young adults not in education, employment, or training (NEET)",74847,0,1 yr 0 mth ,1.0,11.223214669383905,2022
"Cole, Adam G; Laxer, Rachel E; Patte, Karen",University of Ontario Institute of Technology,Catalyst Grant: Health Impacts of Gambling and Gaming,202310GAM,Health Impacts of Gambling and Gaming,Identifying patterns of and risk and protective factors for gambling  among secondary school students in Canada,81200,0,1 yr 0 mth ,1.0,11.304682841344873,2023
"Tarasuk, Valerie S; Gundersen, Craig",University of Toronto,Operating Grant: Programmatic Grants to tackle health and health equity - LOI,201007ROG,Programmatic Grant in Health & Health Equity (LOI),Identifying policy interventions to reduce household food insecurity,14952,0,0 yr 5 mths ,0.4166666666666667,9.612667227583843,2010
"Tarasuk, Valerie S; Gundersen, Craig",University of Toronto,Operating Grant: Programmatic Grants to tackle health and health equity,201103ROH,Programmatic Grant in Health and Health Equity,Identifying policy interventions to reduce household food insecurity.,2000000,0,5 yrs 0 mth ,0.0,14.508658238524095,2011
"Fazli, Ghazal S; Booth, Gillian L; Lipscombe, Lorraine",Women's College Hospital (Toronto),Planning and Dissemination Grant - Institute Community Support,202302PCS,Planning and Dissemination Grants,Identifying research priorities and equitable and integrated policy interventions for diabetes prevention within health care and community settings,20000,0,1 yr 0 mth ,1.0,9.90353755128617,2023
"Kulkarni, Manisha A; Mosha, Franklin W; Protopopoff, Natacha",University of Ottawa,Planning and Dissemination Grant - Institute Community Support,202202PCS,Global Health,Identifying research priorities to assess climate change impacts on malaria and arboviruses in Sub-Saharan Africa: An International Planning Meeting,19970,0,1 yr 0 mth ,1.0,9.902036500268814,2022
"Friesen, Erik L",University of Toronto,Doctoral Research Award: Canada Graduate Scholarships,201911FBD,Doctoral Research Awards - B,"Identifying rural-urban differences in access to treatment and harms associated with alcohol use disorder in Ontario, Canada",105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2019
"Karamouzian, Mohammad",Direct Payment,CIHR Fellowship,202012MFE,Health Research Training B - HP,Identifying spatial patterns and neighborhood-level risks of opioid-related overdoses to guide implementation of overdose prevention interventions,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2020
"Meyer, Samantha",University of Waterloo (Ontario),Op. Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,202104GA3,Operating Grant: Emerging COVID-19 Research Gaps & Priorities - Confidence in science,Identifying strategies to (re)build trust in Canadian social institutions and increase public acceptance of COVID-19 countermeasures,216403,0,1 yr 0 mth ,1.0,12.284902310071987,2021
"Logie, Carmen; Kyambadde, Peter; Mbuagbaw, Lawrence C",University of Toronto,Project Grant,202309PJT,"Gender, Sex & Health","Identifying the Effects of the Anti-Homosexuality Act on HIV Prevention and Care Outcomes among Gay, Bisexual and other Men who have sex with Men in Uganda",527852,0,4 yrs 0 mth ,0.0,13.176573114834484,2023
"Gillis, Loralee",Direct Payment,"Planning Grants - Priority Announcement: Gender, Sex and Health Research",201302MGE,Planning Grants,Identifying the Health and Mental Health Impacts of Social Exclusion for Young Gender Non-Conforming Males and Transgender Boys in Canada,25000,0,1 yr 0 mth ,1.0,10.12667110305036,2013
"Seganathy, Evangeline",Direct Payment,Travel Awards - Institute Community Support,201309ISU,Institute of Indigenous Peoples' Health,Identifying the Sleep Habits of  Kanien'keha:ka Elementary School Children,1197,0,0 yr 3 mths ,0.25,7.088408778675395,2013
