Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Health and Housing Service Interactions for Calgary Youth: A Community-Based Participatory Project,"['Gunn, Emily']",['N/A'],"['Data System', 'Participatory Method', 'Public Health', 'Youth Homelessness']",105000.0,477503,"Youth homelessness has been identified as a social and public health crisis across Canada which has brought attention to many of the inequalities that impact youth homelessness (Gaetz, 2014). The ""Using Health and Community Data to Prevent Youth Homelessness"" (UDPYH) project will use anonymized Calgary-based data from Alberta Health Services, Government of Alberta, and youth shelter program (Trellis Society) to visualize common service-use pathways and identify opportunities for prevention and intervention of youth homelessness and negative health outcomes. This proposed research will build off of this project and take a community-based participatory research approach to include of the perspectives of youth who are homeless into the context of the project using participatory methodologies. Initial goals and questions of this research include: 1) What are the different pathways through health and shelter services into youth homelessness? 2) What role does diversity (race, religion, mobility, age, gender, sexual orientation) play in how individuals experience service use pathways? 3) How can integrated data be used effectively to improve health outcomes and service delivery to prevent youth homelessness and support youth who are homeless? This research aims to ensure that youth perspectives/realities are centered in data interpretation and translation into practice. Youth experiencing homelessness are unique and heterogeneous, and therefore the application of approaches to preventing homelessness must be equally adaptable and individualized (Jadidzadeh & Kneebone, 2021). Using a community-based participatory research approach ensures that knowledge translation directly corresponds to the experiences of youth and service providers as they divert and prevent youth homelessness."
Gestational weight loss in obese women and risk for adverse perinatal outcomes: a population-based retrospective cohort study,"['Guo, Yanfang', 'El-Chaar, Darine']","['Corsi, Daniel J', 'Gaudet, Laura M', 'Hawken, Steven', 'Muldoon, Katherine A', 'Walker, Mark C', 'Wen, Shi Wu']","['Gestational Weight Loss', 'Obesity', 'Perinatal Outcomes', 'Pregnancy']",75000.0,438172,"Currently almost 20% of Canadian women enter pregnancy with a BMI in the obese range. Appropriate weight gain during pregnancy helps to improve outcomes for both mothers and their babies in women of all weights, including obese women. Due to limited and controversial findings of current studies, there is no tailoring of weight gain recommendations during pregnancy by severity of obesity. Although weight loss during pregnancy is not recommended, it has been shown that 5-8% of obese women in general, and up to 15% of women with extreme obesity, reported intentional weight loss during pregnancy. Given that a clinical trial of weight loss during pregnancy is not ethical, a high-quality observational study is greatly needed to explore potential harms of intentional weight loss during pregnancy for mothers and their babies. Our study will use Ontario birth registry data to examine the impact of weight loss during pregnancy on a wide range of adverse maternal and infant outcomes among obese women, divided into more precise obesity classes. Our study will overcome limitations of previous studies and fill research gaps by investigating dose-response effects of weight loss during pregnancy on perinatal outcomes. The study findings will inform prenatal counseling and help guide weight management during pregnancy and improve the quality of care for obese women. The current study will provide relevant, contemporary evidence of short-term perinatal outcomes of intentional gestational weight loss among obese women. Future research is needed to create optimal weight gain trajectories specific to obese women, based on their severity of obesity."
Scientifically sound and ethically justifiable: towards a new understanding of evidence in psychiatry,"['Gupta, Mona']","['Potter, Nancy']","['Bioethics', 'Diagnosis', 'Epistemology', 'Evidence', 'Evidence-Based Medicine', 'Psychiatry', 'Qualiatative Methods']",66469.0,254814,"Although the contemporary era has been seen tremendous advances in medical technology, psychiatrists do not have sophisticated blood tests and scans to diagnosis problems as do doctors in other areas of medicine. As a consequence, there has been a longstanding debate about whether psychiatric diagnoses are really objective, or whether they just reflect the opinions of the time. Over the last twenty years, psychiatrists have been taught to base their practice on research studies, rather than on what they learn from their clinical experience or from patients during individual appointments. Basing practice on research studies seems more scientific, and psychiatrists have come to regard this new approach as reassurance that psychiatry is just as objective as any other area of medicine. 
 
Research studies do contribute one kind of knowledge to practice, but they do not tell us everything we need to know in order to practice psychiatry well.  As a result, practitioners are left with many unanswered questions about what to do with knowledge they obtain from sources other than research studies. For example, complicated interactions might occur between patient and doctor in a session that give insights into the diagnosis. Is it ethical to take into consideration these insights? If so, under what circumstances?  Is it ethical to practice only on the basis of research studies?  Our research project addresses exactly these questions. We will investigate what kinds of knowledge should be used as the basis of psychiatric practice and, in particular, the determination of psychiatric diagnosis. Our project is vitally important to ensure that both practitioners and patients are aware of the strengths and weaknesses in the knowledge that lies behind psychiatric diagnoses.  The results of this project will help to establish what kind of knowledge is needed for scientific and ethical psychiatric diagnoses."
Neighbourhood environments as a determinant of physical and mental health outcomes in a context of smaller urban and rural settlements,"['Gupta, Neeru']","['Crouse, Dan L', 'Foroughi, Ismael', 'Takaro, Timothy K']","['Built Environment', 'Chronic Disease', 'Healthy Environment', 'Noncommunicable Diseases', 'Population Health', 'Walkability']",74334.0,421743,"Chronic diseases such as diabetes are increasingly common in Canada and around the world, but many actions can be taken to promote good physical and mental health. Through our research, we will generate policy-actionable evidence for promoting interventions to improve the environments in which people live, work, and play to reduce the risks associated with chronic disease. We will use different data sets covering a wide range of contextual information on local climates, socioeconomic characteristics, and built environments that may facilitate or hinder physical activity in daily life. We will link these data sets to multiple years of individual-level data on having developed diabetes and other chronic diseases, or being hospitalized for these largely preventable conditions. This is important because using one data source alone would not give us good measurements that reflect the complexity of factors influencing people's health. We use statistical tests to examine trends over time in how living in more-walkable versus less-walkable neighbourhoods are related to chronic disease outcomes."
Testing the Effectiveness of an Injury Prevention Workshop for National Youth Orchestra Canada,"['Guptill, Christine A']",['N/A'],['Ics Travel Awards'],2442.0,253474,ICS Travel Awards
"The complex intersections of immigration, gender, violence, and health:  A program of population health intervention research","['Guruge, Sepali']",['N/A'],"['Abuse And Violence', 'Intervention Mapping', 'Multi-Level Multi-Component Intervention', 'Older Immigrants', 'Program Of Research', 'Violence Prevention']",,297449,"Violence against women is a common problem around the world, and leads to major health, social, and economic problems for women. Older women can experience various forms of abuse, neglect, and violence by their spouses, children, and others who provide care. Many studies have focused on this concern but there is limited research about how abuse can be prevented, particularly among older immigrants in Canada. Building on the studies I have already conducted, the purpose of my program of research is to design and test a comprehensive intervention to prevent abuse and related health problems among older immigrants. This program of research will bring together researchers, older immigrant women and men, their families, health, social, and settlement service providers, and key partners in various levels of government in four provinces. The research program will help: 1) identify factors that contribute to abuse of older immigrants and available strategies to address these factors; 2) verify these factors and strategies across the four provinces through focus groups held with older women, older men, and their families from various immigrant communities, and service providers and policymakers; 3) use these findings to design a comprehensive intervention to help prevent abuse among older immigrants; and 4) test how acceptable and effective the intervention is in preventing abuse and its health problems among older immigrant women and men. The findings have the potential to generate new knowledge that will ultimately contribute to safer communities, and result in major cost savings to the Canadian health care system as well."
An ecological approach to developing a multilevel intervention to prevent violence against older immigrant women,"['Guruge, Sepali', 'Beaulieu, Marie', 'Gien, Lan T', 'Koehn, Sharon D', 'Sidani, Souraya']",['N/A'],"['Canadian Multi-Site Study', 'Community Based Collaborative Research', 'Ecosystemic Framework', 'Gender', 'Intervention Development', 'Intervention Testing', 'Post-Migration Context', 'Postcolonial Feminist Perspectives', 'Violence Against Older Immigrant Women', 'Violence And Health']",9960.0,217186,"With the global aging of the population, violence against older adults is a pressing concern. Like other forms of interpersonal violence, older women fall victim to this violence more often than men. Such experiences have serious negative effects on women's physical and mental health. Although many studies have examined this topic, little research has focused on the ways in which violence against older immigrant women in Canada can be prevented. The purpose of the proposed research program is to design and test a complex approach (intervention) to prevent violence and its negative influence on health outcomes among older immigrant women. The program will bring together researchers, health, social services and settlement providers, older women and their community members, and other key partners in various levels of government. The work is guided by an ecological framework and a feminist theoretical perspective in order to examine the individual, familial, community and societal factors that affect older women's experiences of and responses to violence. The program will involve four phases: 1) to identify the contributing factors to violence against older immigrant women and the existing intervention strategies to address this violence in order to provide a foundation for development of a multi-level intervention, 2) to validate the relevance of the identified contributing factors and selected strategies in the prevention of violence across the four provinces through focus groups with abused older women, their families and community members from various immigrant groups, and health, social and settlement service providers and policymakers, 3) to integrate the findings gleaned from the common and unique experiences of violence into the design of a multi-level, multi-component intervention, and 4) to test the applicability, suitability, and effectiveness of the designed intervention in the prevention of violence and promotion of health among older immigrant women."
Our Health Counts: Advancing Health Equity Using Indigenous Community-Driven Research,"['Gustafson, Maureen']",['N/A'],['Ics Travel Awards'],2800.0,391617,"Problem
Indigenous peoples frequently experience significant health disparities compared to their non-Indigenous counterparts. In Canada, such disparities are masked by inadequate population health data. Non-response and misclassification errors are systematized in core information platforms, resulting in an undercounting of the Indigenous population and hiding of health inequities. These issues impede effective health promotion planning, implementation, and evaluation.

Response
Several urban Indigenous communities in Ontario, Canada have partnered with the Well Living House-an action research centre for Indigenous health and wellbeing-to build health information platforms using Indigenous community-driven processes. Data is gathered using an innovative and scientifically-respected process called Respondent Driven Sampling, health assessment surveys, and linkage to health service data. Results have informed programs and services to better address communities' needs. Community leadership and engagement has been integral to the project's success, having driven every stage of the research from preconception to knowledge translation. Indigenous reference groups, predominately comprised of representatives from the local community and service providers, give direction and set research priorities.

Significance
In keeping with the dual criteria of scientific excellence and Indigenous community relevance, Our Health Counts provides high quality health information data founded on Indigenous ways of knowing, doing, and being. As such, these findings strengthen evidence-based health promotion and wise practices in Indigenous health research. Finally, self-determination and project sustainability are promoted through community leadership and control, in line with the United Nations Declaration on the Rights of Indigenous People. Self-determination goes beyond empowerment, recognizing unique socio-political forces that can act as barriers to Indigenous health and wellbeing."
"Cool, Calm, Collected: A Data Collection Planning Workshop","['Guta, Adrian', 'Ibanez-Carrasco, Francisco', 'Strike, Carol J']","['Flicker, Sarah', 'Gagnon, Marilou', ""O'Brien, Kelly K""]","['Ethics', 'Hiv/Aids', 'Methods', 'New Researchers', 'Planning Workshop']",9000.0,353082,"Carefully planned research studies can be undone by problems when collecting data. New researchers are trained to address the general issues arising during data collection and not the realities of conducting research in diverse settings, and particularly with vulnerable populations. Research about HIV/AIDS poses special ethical considerations - gaining access, informed consent, confidentiality, interpersonal boundaries and using data in a responsible manner. The Canadian Association for HIV Research and the Universities Without Walls have identified this issue as an important training gap. The objectives of this fellowship/proposal planning workshop are to: 

1.Assist new HIV researchers to identify, anticipate and plan for the challenges they may experience collecting data for their masters, doctoral and/or post-doctoral projects and/or community-based research projects.
2.Use real and simulated case examples to explore options for responding to complex methodological and ethical challenges.
3.Provide an opportunity for each attendee to discuss their own research project that is in the planning stage with experienced researchers. 
4.Promote ethical and methodological reflection, and strategies to mitigate harm to communities throughout the stages of data collection and management.

This one-day workshop will provide advanced training on: focus group discussions, observation/participant observation/ethnography, semi-structured interviews, structured surveys and arts-based methods. The workshop is a combination of mini lectures; group based exercises; simulations of complex scenarios, and group feedback sessions. We intend to adopt aspects of the ""real world"" simulation model used for training health practitioners where ""challenging moments"" are acted out. Session leaders will prepare examples encountered in their CIHR funded projects and invite workshop attendees to develop effective strategies to manage complex situations and improve their research."
Converging epidemics and the health of people who use drugs: Using evidence to move decision making into action in the context of COVID-19,"['Guta, Adrian', 'Touesnard, Natasha A', 'Bourne, Adam', 'Gagnon, Marilou', 'Strike, Carol J']","['Bonn, Matthew A', 'Challacombe, Laurel A', 'Chu, Sandra K', 'Elliott, Richard', 'Bayoumi, Ahmed M', 'Benoit, Anita C', 'Bungay, Victoria A', 'Dutt, Monika', 'Hyshka, Elaine', 'Ibanez-Carrasco, Francisco', 'Kolla, Gillian', 'Manning, Eli J', 'Perri, Melissa C', 'Rai, Nanky', 'Rudzinski, Katherine']","['Clinical Guidance', 'Covid-19', 'Drug Use', 'Ethics', 'Harm Reduction', 'Rapid Reviews']",50000.0,424917,"People who use drugs are stigmatized and discriminated against and disproportionately affected by HIV and other STBBIs and experience barriers to testing, treatment, and care.  The COVID-19 pandemic has already reduced the availability of harm reduction programming and services which provide access to new injection equipment, HIV/STBBI information and resources, and peer support. The COVID-19 pandemic may result in increased drug and sexual risk-taking for persons with reduced access to their regular supply of drugs and related options (e.g., reduced ability to negotiate condom use in transactional sex, need to share limited injection equipment). The team is comprised of HIV, HCV, and harm reduction researchers, clinicians, legal and policy experts, and persons with lived experience of substance use. Collectively we are interested in responding to the needs of people who use drugs and understanding the impact of the COVID-19 pandemic on them and their communities. Project partners include the Canadian Association of People Who Use Drugs, the Canadian HIV/AIDS Legal Network, and the Canadian AIDS Information Exchange. We will undertake a series of knowledge synthesis activities which include reviewing literature about other relevant health emergencies and pandemics which can help us understand how to respond to COVID-19 and support people who use drugs, bringing together experts to deliberate on the evidence, and producing useful resources for researchers, clinicians and service providers, people who use drugs, and policymakers."
"""A lot of the hospital staff will treat these guys like garbage"": The healthcare provider perspective about what leads to discharges against medical advice by people living with HIV who use substances","['Guta, Adrian']",['N/A'],"['Addictions', 'Clinical Ethics', 'Harm Reduction', 'Health Care Providers', 'Hiv', 'Hospital', 'Qualitative']",1500.0,364694,"People who are living with HIV and who use substances (e.g., illicit drugs and/or drink excessively) have higher rates of being admitted to hospitals and having to stay overnight than the rest of the Canadian population. However, they are more likely to leave before their care is complete and against the advice of their health care team. To better understand what leads to this we interviewed 26 healthcare providers (11 physicians, 6 nurses, 4 social workers, 4 pharmacists, and 1 dietician) who provide acute care for individuals living with HIV in Toronto and Ottawa. Participants described a range of reasons why patients leave early, from poor pain and withdrawal symptom management (often resulting from stigma towards people who use drugs or are perceived to be using drugs) to feelings of boredom and isolation. Some participants described having contingency plans in place when they suspect patients will leave early, including developing a community care plan and having prescriptions ready to give patients on their way out. Others were less prepared and under extreme circumstances resorted to having security or the police retrieve patients. This research fills an important gap in the limited evidence-base on hospital care for people living with HIV who use substances and how healthcare providers are meeting their needs."
Preparing to enter the field: An advanced data collection skills workshop,"['Guta, Adrian', 'Ibanez-Carrasco, Francisco', 'Strike, Carol J']","['Bungay, Victoria A', 'Flicker, Sarah', 'Gagnon, Marilou', ""O'Brien, Kelly K""]","['Arts-Based Methods', 'Data Collection', 'Ethics', 'Field Research', 'Graduate Students', 'Higher Education', 'Hiv', 'Power Dynamics', 'Qualitative', 'Quantitative']",15900.0,365742,"Carefully planned research studies can be undone by problems when collecting data. New researchers are trained to address the general issues arising during data collection and not the realities of conducting research in diverse settings, and particularly with vulnerable populations. Research about HIV/AIDS poses special ethical considerations - gaining access, informed consent, confidentiality, interpersonal boundaries and using data in a responsible manner. The Canadian Association for HIV Research and the Universities Without Walls have identified this issue as an important training gap. The objectives of this workshop are to: 

1.Assist new HIV researchers to identify, anticipate and plan for the challenges they may experience collecting data for their masters, doctoral and/or post-doctoral projects and/or community-based research projects.
2.Use real and simulated case examples to explore options for responding to complex methodological and ethical challenges.
3.Provide an opportunity for each attendee to discuss their own research project that is in the planning stage with experienced researchers.
4.Promote ethical and methodological reflection, and strategies to mitigate harm to communities throughout the stages of data collection and management.

This one-day workshop will provide advanced training on: focus group discussions, participant observation, semi-structured interviews, structured surveys and arts-based methods. The workshop is a combination of mini-lectures; group based exercises; simulations of complex scenarios, and group feedback sessions. We intend to adopt aspects of the ""real world"" simulation model used for training health practitioners where ""challenging moments"" are acted out. Session leaders will prepare examples encountered in their CIHR funded projects and invite workshop attendees to develop effective strategies to manage complex situations and improve their research."
"Advancing harm reduction for small, rural, and remote Canadian communities: Setting a research and practice agenda","['Guta, Adrian', 'Gagnon, Marilou', 'Strike, Carol J']","['Pratt, Steve', 'Elliott, Richard', 'Loutfy, Mona R']","['Drug Use', 'Harm Reduction', 'Health Care', 'Hiv', 'Outreach', 'Remote', 'Research', 'Rural']",20000.0,392022,"The purpose of this CIHR meeting and dissemination grant is to address a major gap in harm reduction research and practice which often overlooks the needs of people who use drugs who live in small, rural, and remote communities, inclusive of Indigenous communities (henceforth non-urban). We aim to address these gaps in harm reduction for non-urban communities in Canada by convening an inter-disciplinary/professional group to undertake a series of tasks culminating in a multi-stakeholder dialogue and planning event. The specific objectives are to: 

1.Produce a scoping review of the academic, grey, and community-produced HIV, addictions and harm reduction literature relevant to non-urban harm reduction issues;
2.Host a meeting to bring together HIV and harm reduction researchers, health/service providers, community and other stakeholders to disseminate research and practice-based knowledge; 
3.Develop a non-urban harm reduction working group and plan a series of future studies focused on city, regional, provincial, and Canada wide issues.  

This grant will have both planning and dissemination activities and produce outcomes in the form of a scoping review for publication, a meeting where speakers will share their research, practice experience, and lived experience, a community report for wide distribution, and subsequent research grants, all with the potential of informing healthcare and social service delivery for people who use drugs in Canada."
Exploring the intersections of HIV treatment interventions and the ongoing criminalization of HIV in Canada: Setting a new research and practice agenda,"['Guta, Adrian', 'Mcclelland, Alexander L']","['Elliott, Richard', 'Gagnon, Marilou', 'Manning, Eli J', 'Orsini, Michael']","['Clinical Care', 'Criminalization', 'Ethics', 'Health Services', 'Hiv/Aids', 'Public Health', 'Treatment']",20000.0,404395,"Canada has been a leader in advancing TasP which is characterized by a shift in the use of HIV treatment from improving individual health outcomes to also reducing transmission. Disappointingly, Canada also has high rates of criminalizing people living with HIV for transmission, non-disclosure and exposure. The overarching goal of this event is to explore intersections between the criminalization of HIV and the use of new HIV treatment and prevention technologies and interventions in the Canadian context (e.g., the use of HIV treatment with the goal of obtaining an undetectable viral load to reduce transmission). In keeping with the objectives of the CIHR planning and dissemination grant opportunity, we will undertake a series of related activities. First, we will host a one-day symposium to disseminate findings from CIHR funded research and to facilitate a structured dialogue between interdisciplinary and inter-professional stakeholders working at the intersection of research, clinical care, service delivery, public health and criminal justice with the aim of planning future directions for research and practice. The objectives of the symposium are as follows: 

1. To disseminate findings from an innovative CIHR-funded research study that explores the health and social impacts of criminalization in relation to HIV non-disclosure in Canada;   
2. To promote dialogue about the health and social impacts of HIV criminalization facing different populations in Canada (e.g. people who use drugs, people who sell sex, migrants) from the perspective of those most affected and those in research and practice roles, and plan next steps; 
3. To promote dialogue about ethical and methodological issues in conducting health and social research with criminalized people and identify best-practices and plan future research;
4. To provide content for a report and fact sheets to disseminate findings from the symposium for academic, provider, policy and community audiences."
"Developing a Canadian-Australian HIV/AIDS, STBBI and Substance Use Research Agenda","['Guta, Adrian', 'Bourne, Adam', 'Strike, Carol J']","['Bardwell, Geoff', 'Farrugia, Adrian', 'Kolla, Gillian', 'Rudzinski, Katherine', 'Seear, Kate']","['Australia', 'Canada', 'Harm Reduction', 'Hepatitis C', 'Hiv/Aids', 'Stbbi', 'Substance Use']",20000.0,468205,"This CIHR Planning and Dissemination Grant aims to develop a Canadian-Australian HIV/AIDS, STBBI and substance use research agenda. Canada and Australia have similar public health systems, shared concerns, and can learn from each other's innovation and challenges. This grant will provide an opportunity for Canadian researchers to disseminate research findings at the biannual Harm Reduction International conference in Melbourne, Australia. We will use this opportunity to plan future health research to improve knowledge and health outcomes in both countries."
It takes a village: Developing community-based research capacity for safer opioid supply clients in Kitchener-Waterloo,"['Guta, Adrian', 'King, Kourteney', 'Strike, Carol J']","['Bungay, Victoria A', 'Kaminski, Natalie M', 'Kolla, Gillian', ""O'Brien, Kelly K""]","['Community-Based Research', 'Hepatitis C', 'Hiv', 'People Who Use Drugs', 'Safer Opiode Supply']",100000.0,467744,"This CIHR HIV/AIDS and STBBI Community-Based Research - Catalyst Grant is a partnership between the University of Windsor and Sanguen Health Centre. The team will undertake a series of capacity building and consultation activities with clients of Sanguen's Safer Supply Program which provides people at risk and/or living with HIV and Hepatitis C with a safer and reliable source of drugs to reduce their risk of overdose and keep them engaged with healthcare. The team will work with a community advisory committee (CAC) comprised of safer supply clients to identify appropriate research protocols, questions, methods, and ways of asking about health which are supportive and non-judgmental."
"Examining safer opioid supply initiatives: Bringing together researchers, providers, and community to discuss scalability, adaptation, and sustainability","['Guta, Adrian', 'Strike, Carol J']","['Bardwell, Geoff', 'Chu, Sandra K', 'Goyer, Marie-Eve', 'Kaminski, Natalie M', 'King, Kourteney', 'Kolla, Gillian', ""O'Shea, Tim"", 'Pauly, Bernadette M', 'Schmidt, Rose A', 'Urbanoski, Karen A', 'Werb, Daniel M']","['Addiction', 'Harm Reduction', 'Hcv', 'Hiv', 'Safer Supply']",20000.0,461083,"The purpose of this dissemination and planning event is to bring together leaders in HIV/HCV, harm reduction, and safer opioid supply (SOS) initiatives from across Canada. Canada is experiencing an ongoing overdose crisis that is taking 1000s of lives a year. SOS programs provide people who use drugs with a prescription to reduce their risk of overdose from the street supply of drugs which is unregulated and contaminated. The purpose of this event is to share research findings and lessons from practice from the first wave of SOS initiatives to inform future SOS research, practice and policy initiatives."
Unraveling the Thread of Transmission: Pairing Traditional Epidemiology with Genomics to Understand Tuberculosis Transmission Dynamics,"['Guthrie, Jennifer L']",['N/A'],"['Epidemiology', 'Genomics', 'Infectious Disease', 'Public Health', 'Transmission', 'Tuberculosis']",105000.0,347892,"Tuberculosis (TB) is a major cause of disease and death in much of the world. More than 20 years after the World Health Organization declared tuberculosis a global emergency, TB remains entrenched in the world's population. In Canada, after decades of decline in TB incidence, progress towards control has stalled. Foreign-born Canadians, Indigenous communities, as well as incarcerated and under-housed individuals are at the greatest risk of TB. Indeed, the incidence in certain sectors of the Canadian population can exceed that in developing countries. While TB represents a significant burden to the health-care system it also exacts a physical and emotional toll on these already vulnerable individuals. The stigma associated with TB often results in lost social status, housing and jobs. 

Recent advances in technology now allow the full DNA sequence to be read from TB bacteria isolated from patients. Analysis and comparison of tuberculosis DNA sequences from TB patients in British Columbia over a 10-year period will allow us to detect small changes in the DNA which occur as TB is spread from one person to the next. Combining this information with key patient data we will piece together person-to-person transmission of the disease. Therefore, utilizing these new advances in DNA sequencing combined with traditional epidemiology (study of the distribution and determinants of disease), we seek to significantly improve our understanding of TB transmission. This novel approach is the largest of its kind ever attempted in Canada, and the knowledge gained will be used to strengthen efforts in TB control by identifying common patterns of disease spread, potential risk factors for transmission, as well as communities in which there is ongoing person-to-person spread of the disease. Understanding the transmission dynamics of TB is crucial to improving awareness, education, early detection, and ultimately stopping the spread of tuberculosis in Canada's most at-risk communities."
Genomic Epidemiology of Methicillin-Resistant Staphylococcus aureus Infections Prior to and During the COVID-19 Pandemic,"['Guthrie, Jennifer L']","['Golding, George R', 'Katz, Kevin C', 'Law, Madelyn P', 'Maguire, Finlay', 'McGeer, Allison J', 'Olawoye, Idowu B', 'Simpson, Jared T']","['Antimicrobial Resistance', 'Applied Bioinformatics', 'Covid-19 Pandemic', 'Genomic Epidemiology', 'Infectious Diseases', 'Mrsa', 'Population And Public Health', 'Whole Genome Sequencing']",100000.0,494305,"The World Health Organization has declared antimicrobial resistance a major global health threat and lists methicillin-resistant Staphylococcus aureus (MRSA) as a priority pathogen. MRSA can cause severe infections and spreads by direct contact with infected individuals or contaminated surfaces or medical devices. Originally, MRSA mostly affected people in hospitals, but is now also common in the community. Hospital and community-associated MRSA strains differ, where hospital strains are resistant to more antibiotics and community strains can spread more easily and cause severe skin and soft tissue infections. However, in recent years, these strains have been found in both settings. This is concerning because MRSA can easily pick up beneficial genes from other bacteria, and the movement of these strains between settings poses the risk of more deadly MRSA infections that are highly resistant to antibiotics and easily spread. In Canada, MRSA is not regularly tracked outside of healthcare settings, and its genetic analysis has not been done on a population level. Our project aims to study MRSA genetics by analyzing samples collected from infected individuals across Ontario, including both hospital- and community-associated MRSA. We believe the COVID-19 pandemic and related public health measures may have affected the types of MRSA strains that are spread in the population. By studying samples collected before and during the pandemic, we can better understand MRSA strains and identify genetic features that may help some of them survive antibiotic treatment and cause more serious disease. This information is critical for targeted interventions to stop the spread of MRSA. This project will provide a foundation for MRSA genetic studies in the post-pandemic era that can be used across Canada."
MRSA Genomics: Advancing Knowledge for Effective Interventions,"['Guthrie, Jennifer L']","['Golding, George R', 'Katz, Kevin C', 'Law, Madelyn P', 'Maguire, Finlay', 'McGeer, Allison J', 'Olawoye, Idowu B', 'Simpson, Jared T']","['Antimicrobial Resistance', 'Applied Bioinformatics', 'Covid-19 Pandemic', 'Genomic Epidemiology', 'Infectious Diseases', 'Mrsa', 'One Health', 'Pandemic Preparedness', 'Population And Public Health', 'Whole Genome Sequencing']",822376.0,502208,"The World Health Organization has identified antimicrobial resistance as a critical global health issue, with methicillin-resistant Staphylococcus aureus (MRSA) as a major concern. MRSA, known for causing severe infections, was once primarily associated with hospitals but has now spread widely in communities, posing significant risks due to its ability to easily acquire genes from other bacteria that make it more resilient and harder to treat with antibiotics.

In Canada, MRSA strains are not routinely monitored outside healthcare settings, and genetic analysis at a population level is lacking. To bridge this gap, our research aims to study MRSA evolution, understand its antibiotic resistance mechanisms, and develop genetic analysis and monitoring tools. We will analyze MRSA samples from infected individuals, animals, and wastewater, with a focus on community-associated MRSA, to gain valuable insights that will inform interventions to combat MRSA.

Additionally, we hypothesize that the COVID-19 pandemic and related measures may have impacted the prevalence of specific MRSA strains. By examining samples collected before and during the pandemic, we aim to identify genetic features enabling strains to survive antibiotics and disinfectants, which were extensively used during the pandemic. This new knowledge and understanding is important for improving treatments and implementing effective measures against MRSA spread, thereby contributing to pandemic preparedness and strengthening healthcare systems in the face of future health emergencies."
Gender and parasitic diseases:  integrating gender analysis in epidemiologic research on parasitic diseases to optimize the impact of prevention and control measures,"['Gyorkos, Theresa W']","['Clark, Shelley', 'Montresor, Antonio']","['Deworming', 'Epidemiology', 'Gender Analysis', 'Global Health', 'Parasitic Diseases', 'School-Age Children', 'Worms']",100000.0,190638,"Parasitic diseases account for significant morbidity, mortality and disability worldwide. As a group, these diseases affect over one-third of the world's population, primarily in developing countries. Much of the research evidence base documenting determinants of parasitic disease outcomes is limited in terms of gender analysis. This limitation needs to be overcome in order to better understand, and to more effectively, efficiently and equitably respond to reducing the burden of parasitic diseases.

The overall objective of this research proposal is therefore to integrate gender analysis into research methods used in epidemiologic research on parasitic diseases. This will be accomplished by first identifying the gender gaps in current research, reviewing the fit of different methodological approaches in addressing these gaps, and undertaking a primary epidemiological research study in three different cultural endemic settings to identify gender determinants of infection.

Among the myriad of parasitic diseases which occur worldwide are soil-transmitted worm infections that affect over 2 billion people in tropical and sub-tropical regions. The high risk groups for these worm infections are school-age children, pregnant women and pre-school children. Because the school-age children have the highest prevalence and intensity of these infections, and because reducing infection in this group will also reduce disease outcomes in other population groups (through a reduction in environmental pathogens), school-age children will be the focus of our initial research.

The results we obtain will be used to plan a randomized controlled trial which would assess the impact of modifying one or more gender determinants in reducing parasite-attributable disease outcomes in this high risk group. A cost-effectiveness analysis will be done and continued interaction with local health authorities will inform effective health policy and practice."
Improving early childhood growth and development in resource-poor LMICs by incorporating deworming in integrated child health care,"['Gyorkos, Theresa W']","['Casapia, Martin W', 'Creed-Kanashiro, Hilary M', 'Joseph, Serene', 'Marquis, Grace S', 'Montresor, Antonio', 'Rahme, Elham', 'Ward, Brian J']","['Deworming', 'Global Health', 'Growth And Development', 'Integrated Health Interventions', 'Preschool-Age Children']",369971.0,211041,"Worldwide, over 2 billion people suffer from worm infections in developing countries. These infections are especially damaging to the health of children, resulting in both short-term and lifelong disability. Older children with worm infections are more likely to be stunted, underweight, vulnerable to other illnesses and perform poorly in school compared to non-infected children. Large-scale deworming programs in school-age children are therefore recommended by the World Health Organization (WHO). WHO also recommends deworming of preschool-age children (as of 12 months of age) in these areas; however, the benefits of deworming, especially in the 12-24 month age group, have been inadequately studied. This knowledge is urgently needed as studies show that all children have a similar potential for healthy growth and development, provided that appropriate nutrition and health interventions are given in the critical window of opportunity before the age of two.  

Therefore, we are proposing to undertake a randomized controlled trial to determine the optimal deworming program for improving growth and development in children between 12 and 24 months of age. Our results will provide solid rigorous evidence on if, and when, deworming should be integrated into routine child health care packages provided by Ministries of Health in the 130 countries in the world where worm infections are endemic."
