Project title,Principal investigator(s),Co-investigator(s),Keywords,CIHR contribution,ApplID,Abstract/Summary
Behaviour is in the practice: Locating excessive behaviours in social practices,"['Mudry, Tanya']",['N/A'],"['Behavioural Patterns', 'Couple Relationships', 'Excessive Behaviours', 'Family Relationships', 'Interactional Patterns', 'Social Practice']",105000.0,283957,"While working at a family therapy centre as a Counselling Psychology doctoral trainee, I increasingly came to see family conflicts arising from concerns about family members' over-engagement in certain behavioural practices. For young men it was often video games; for young women, it was the Internet; for mothers, shopping or work; and for fathers, pornography use or work. Interactions with others (including family members about these behaviours) also became patterned in problematic ways, possibly exacerbating excessive behavioural patterns. While there is evidence from brain imagining research showing the repetitive or patterned nature of these behaviours, there is a lack of research examining the social practices (such as family interactions) that sustain or impede these behaviours. I am interested in understanding these behaviours in an additional way, by examining how these behaviours are influenced by interactions, practices, and cultural messages surrounding these behaviours. 

The objective of my research is to develop an additional way of understanding excessive patterned behaviours (gambling, internet use, video game playing, shopping, working, eating, and sex) by examining how individuals engage in these behaviours, how their interactions with their family members influence and are influenced by the behaviours, and the cultural messages influencing these behaviours. My findings should yield alternative options for Canadians to understand and address these behaviours for themselves and others, with more possibilities for change. Furthermore, results from this project may have implications for policy and economic decisions, by treating aspects of excessive behaviours socially rather than relying exclusively on the health care system."
Weighing in on Childhood Obesity: What factors are related to healthy development?,"['Mueller, Ulrich']","['Hutchison, Sarah M']","['Childhood Obesity', 'Executive Function', 'Intervention', 'Metabolism', 'Physical Activity', 'Self-Regulation']",3000.0,263493,"The increasing prevalence of childhood obesity is a major public health concern in Canada and many other countries. Over the last 25 year, obesity rates among children in Canada have nearly tripled. During childhood, obesity is associated with adverse health effects and deficits in cognitive processes that are involved in the conscious control of action and thought. Another factor related to childhood obesity is self-regulation, which includes the adjustment of cognition, motivation and emotion. For example, a study on emotional regulation found that toddlers who had poorer emotional regulation skills and lower inhibitory control skills were more likely to be categorized as overweight or at risk for being overweight in early childhood.  Research also suggests young children are inactive during child care and preschool, which is a contributing factor to childhood obesity.  However, we know that regular physical activity can reduce the risk of health related conditions and chronic disease; thus, it is urgent to encourage healthy behavior during childhood. In our discussion we will: a) describe current statistics related to childhood obesity, b) present information on factors related to childhood obesity, and c) discuss long term health implications and interventions.  Our goal is to present a select series of factors to illustrate how childhood obesity is complex societal issue which makes the development of successful interventions a challenging process.  Please bring your ideas and questions and join us for a conversation about childhood obesity and how to encourage healthy development."
"SPOR Pan-Canadian Network in Primary and Integrated Health Care Innovations: Management & Operations Grant. Saskatchewan Network, Phase 2 Grant Application","['Muhajarine, Nazeem', 'Neudorf, Cordell (Cory) O']","['Baker, Margaret J', 'Johnson, Shanthi', 'McKinney, Veronica', 'Meili, Ryan', 'Schwandt, Michael', 'Teare, Gary F']","['Continuum Of Care', 'Data Linkage', 'Health Equity', 'Integrated Health Care', 'Interventions', 'Life Course', 'Primary Health Care', 'Primary Prevention', 'Social Determinants Of Health', 'Survey Methods']",500000.0,320015,"The purpose of this Network grant is to develop a collaborative network of researchers, physicians, community members, and policy-makers that will focus on generating new evidence in primary and integrated health care effectiveness, efficiency and access across the care spectrum.
The Saskatchewan team includes individuals from across the province including researchers, physicians, and policy makers who will work together to improve health equity, more specifically in indigenous and rural areas. The focus will be on prevention and how to better provide services to patients across their life spans (early childhood to older adults). The Saskatchewan team hopes to focus on specific signature initiatives that are very strong in this province.
The value of having a Saskatchewan Network will allow researchers in different areas to come together to focus on integrating primary health care and social determinants across urban and rural areas, indigenous peoples, as well as provincial and national components. Through our collaboration with not only researchers, but also physicians and policy-makers this will allow the network to identify specific issues facing individuals in Saskatchewan regarding their primary care. The development of the SPOR Saskatchewan network comes at an opportune time given the ambitious and far-reaching systemic changes underway in Saskatchewan health care system, in particular relevant to this application, the Lean Initiative and Primary Health Care reform."
A Step towards Creating Active Urban Communities: Informing Policy by Identifying and Mapping Locations of Seasonal Activity Accumulation,"['Muhajarine, Nazeem']","['Fuller, Daniel L', 'Katapally, Tarun R', 'Osgood, Nathaniel D', 'Rainham, Daniel Gareth C', 'Stanley, Kevin G']","['Influence Of Seasonality On Physical Activity', 'Influence Of Seasonality On Sedentary Behaviour', 'Informing Urban Planning Through Interdisciplinary Research', 'Mapping Movement Of Children In An Urban Environment', 'Objective Measurement Of Physical Activity', 'Objective Measurement Of Sedentary Behaviour', 'Studying Place Of Physical Activity Accumulation Using Gps', 'Studying Place Of Sedentary Behaviour Accumulation With Gps', 'Urban Environmental Influence On Physical Activity', 'Urban Environmental Influence On Sedentary Behaviour']",284569.0,293183,"Children can be highly active and highly sedentary on the same day! For instance, a child can spend a couple of hours playing hockey, and then spend the rest of the day in front of a TV. Thus, we will have to focus on both physical activity (PA) and sedentary behaviour (SED) in curbing childhood obesity. Moreover, today, more than ever before, we depend on technology to get our work done, which makes us more sedentary and in turn more obese than ever before. As we have engineered obesity into our lives, to reverse this epidemic, we need to engineer it out of our lives. 

To achieve this, we need to understand where within a city are children active or sedentary in all seasons. The idea is to relay this evidence to policy makers so that our environment could be modified to increase PA and decrease SED throughout the year. 

The objective of this study is to understand the role played by urban environment in children's PA and SED. To do this, we will identify and map locations and patterns of PA and SED accumulation in children in all seasons of Saskatoon. We will recruit 800 children from different neighbourhoods of Saskatoon and measure their PA and SED using GPS equipped accelerometers in four different seasons. Extensive weather and built environment data of Saskatoon, and household data of children will be collectively used to understand children's locations and patterns of PA and SED accumulation.

This approach will help us understand the influence of urban environment on children's activity, thus paving the way to modify urban spaces to increase PA and decrease SED in children in all seasons. Lack of PA and rising SED is associated with rising childhood obesity, and childhood obesity in turn is linked to chronic conditions like heart disease and stroke. Thus, by conducting this study, we are taking a proactive approach to facilitate the modification of children's behaviour at an early age, leading to healthy, active lifestyles in adulthood."
Program of Intervention Research to Reduce Child and Family Health Inequity in an Urban Setting,"['Muhajarine, Nazeem', 'Neudorf, Cordell (Cory) O']","['Clark, Charlie D', 'Abonyi, Sylvia', 'Bell, Scott M', 'Cushon, Jennifer A', 'Engler-Stringer, Rachel R', 'Jeffery, Bonnie L', 'Sari, Nazmi', 'Teare, Gary F', 'Usiskin, Len', 'Whitehead, Stephen M']","['Aboriginal Health', 'Child Health And Development', 'Health Equity Audit', 'Health Inequities', 'Mixed Methods', 'Neighbourhood Effects', 'Population Health Intervention Research', 'Prevention Care - Primary', 'Public Health', 'Secondary', 'Urban Health']",15000.0,209156,"Significant health differences in children and families who live in well-off and less well-off neighbhourhoods have been found for a range of outcomes in Saskatoon, Saskatchewan. These include immunization coverage, infant mortality, school readiness, physical activity and other health behaviours, mental health, and low birth weight. At the same time, there is a growing need to understand what programs, policies, or even changes to program delivery systems work to improve the health and wellbeing of all children in Saskatoon.

This research program brings together a team of researchers from the universities in Saskatchewan, health region, health quality council, a city councillor, and various community based organizations to find solutions that works, and why, that would improve child and family health in Saskatoon. The research team will involve various sectors (for example, health, education, social services, municipal government) and will span the full spectrum of the prevention-care continuum -- primary (upstream), secondary (mid-stream) and tertiary (downstream). This study will uncover not only whether these interventions make a difference through a monitoring framework, but also for whom and under which conditions."
The Good Food Junction: Community-Based 'Field to Plate' Food Interventions Research to Address Nutritional Health Inequities,"['Muhajarine, Nazeem', 'Engler-Stringer, Rachel R']","['Abonyi, Sylvia', 'Desmarais, Annette', 'Dunn-Pierce, Tanya', 'Garcea, Joseph', 'Johnson, Shanthi', 'Neudorf, Cordell (Cory) O', 'Sari, Nazmi', 'Vatanparast, Hassanali', 'Walker, Ryan', 'Waygood, E Owen D', 'Whiting, Susan J']","['Community-Based Research', 'Food And Nutrition', 'Mixed Methods Design', 'Nutrition Inequities', 'Obesity', 'Population Health Interventions', 'Survey Research']",,262673,"The environments in which people live, work, and play have an important role in determining their health, including obesity, diabetes and nutrition. The goal of our research is to understand and model how the introduction of several community-based food programs impact the health of individuals and families (in particular diabetes and obesity). Our proposed research will study over a period of five years the impacts of 1) one large food intervention (the Good Food Junction grocery store) and, 2) a series of other medium and small food and nutrition programs. The Good Food Junction, when it opens in summer 2012, will be a 4900 sq ft full-service not-for-profit grocery store containing a full range of fresh, frozen and packaged foods. It is located in a low-income food desert neighbourhood in Saskatoon's inner city. The other programs we will study include some within the Good Food Junction - such as nutrition education and food pricing changes - and at least three others. In addition, we will conduct an analysis of policies that impact food access, availability and quality in cities and beyond. The Good Food Junction will be newly opened when this program of research begins and we intend to study its effects on the community from implementation until at least four years after opening. This research presents a unique opportunity to study and understand how transformation occurs from a food desert with poor health outcomes to neighbourhoods with healthy food and healthy citizens. This research is timely, as organizations in cities across Canada are following the development of the Good Food Junction closely because they are also seeking solutions to issues of food access and poor nutrition in low-income neighbourhoods."
Invited attendance for Professor Nazeem Muhajarine for Sparking Population Health Solutions International Summit,"['Muhajarine, Nazeem']",['N/A'],"['Child Health', 'Evaluation', 'Global Health', 'Maternal Health', 'Obesity', 'Population Health Intervention Research']",1500.0,344161,We will be presenting two research projects focusing on children's health and show evidence what works in improving children's physical activity and healthy diet.
"See us, hear us 2.0-Mental health and well-being impacts of the COVID-19 pandemic on children, youth, and families in Saskatchewan","['Muhajarine, Nazeem', 'Macleod, Jane', 'Hinz, Tamara']","['Peoples, Akela', 'Adeyinka, Daniel A', 'Dena, Isabelle', 'Kallio, Natalie', 'McCutcheon, Jessica', 'Mcintosh, Thomas A', 'Novik, Nuelle L']","['Children And Youth', 'Impact Of Changes In Services On Mental Health', 'Impacts Of Covid-19', 'Mental Health']",149926.0,450638,"It is generally believed that school-aged children and youth are impacted by COVID-19 to a lesser degree--certainly when compared to older adults--but this is based on a relatively narrow set of outcomes such as case rates, hospitalizations, and deaths. There are still many questions that need answers.  Personal stories about these challenges abound but, to date, there is no systematically collected information about these challenges. 

The aim of this project, therefore, is to estimate the impact of the second year of COVID-19 pandemic on the prevalence and severity of mental health and quality of life among children (8-11y), adolescents (12-15y), and youth (16-18y) and the need for and receipt of mental health services. 

Building on a study currently being completed in terms of recruitment of child and parent/caregiver dyads in Saskatchewan, this project extends it to the future: investigating children/youth mental health into the second year of the pandemic. Four questions are addressed: 1. Are children's and youth's mental health and quality of life outcomes different in 2022 in comparison to the outcomes in April-July 2021? 2. What coping strategies are utilized, if any, and what is the association between these coping strategies and mental health and quality of life outcomes? 3. What role have mental health services played in helping young people deal with the challenges of the pandemic? 4. How are sociodemographic characteristics (e.g., sex at birth, self-declared gender, disability, family income, culture/ethnicity, immigrant status) associated with these variables?

The ultimate aim is to provide evidence-based recommendations to decision-makers and practitioners that, if acted on, will improve the mental health well-being of children and youth in Saskatchewan."
"Growing to half million in Saskatoon: An inclusive, vibrant and sustainable city for all","['Muhajarine, Nazeem']","['Clark, Charlie D', 'Janzen, Cora', 'Magus, Jay', 'Schulz, Chris']","['Social, Cultural And Behavioural Dimensions Of Health']",68065.0,477121,"The City of Saskatoon (City) is committed to thinking and working differently to address the challenges and opportunities of the modern world as it emerges from a global epidemic. These include growing diversity, climate change, social inequality, the competition for economic investment, technological advancements, and pandemic weariness. The City is taking an intentional approach to shifting how we grow and move around our city, and how we ensure a high quality of life for all citizens. A key part of this shift is oriented around a reimagined public bus system that is reliable and frequent and the creation of public spaces and planning for mixed-use corridor infill development. Saskatoon is working to leverage transformative long-term plans informed by extensive community engagement to achieve its aspirations for smart growth, high civic participation, inclusivity, and community health and well-being.
Saskatoon is on the cusp of a major urban transformation that will propel it to the forefront of Canadians cities as a modern, inclusive, equity-driven, and sustainable city. Our team's participation in the Copenhagen study tour and the pre- and post-activities that we described here is timely and presents a significant opportunity to coalesce and work to achieve a transformative, model prairie city here in Saskatoon."
Data and equity needed to drive post-pandemic recovery in Canada: a Saskatchewan contribution,"['Muhajarine, Nazeem', 'Dyck, Erika E']","['Macleod, Jane', 'Peoples, Akela', 'Adeyinka, Daniel A', 'Buhler, Sarah', 'Clifford, Jim', 'Dixon, James', 'Engler-Stringer, Rachel R', 'Findlay, Isobel M', 'Jeffery, Bonnie L', 'Kallio, Natalie', 'McCutcheon, Jessica', 'Mcintosh, Thomas A', 'Mela, Mansfield', 'Novik, Nuelle L', 'Novotna, Gabriela']","['Covid-19', 'Data Archival', 'Health Equity', 'Population Health', 'Saskatchewan', 'Social, Cultural And Behavioural Dimensions Of Health']",389591.0,460309,"During the first weeks days of the global pandemic, people in Saskatchewan watched COVID-19 make its way to the province. In March 2020, residents watched for daily updates on new infections, cases that required hospitalization-and, ultimately death rates-as we sheltered in place under lockdown, experiencing relatively low rates of infection. As of November 2021, during the Delta-driven fourth wave, Saskatchewan is experiencing the highest cases, hospitalizations, and deaths per capita, the health care system pushed beyond capacity. What explains the COVID-19 trajectory in this region? How will residents remember and recover from this global pandemic and apply its lessons to local circumstances, now and in the future? In particular, how did the pandemic-including policies and practices implemented throughout-impact the province's most vulnerable and how do we build better systems to cushion them in the future? 
Co-led by epidemiologist Nazeem Muhajarine and historian of medicine and T1 Canada Research Chair Erika Dyck, this interdisciplinary, bi-university, community-engaged team aims to document, preserve, understand, and communicate the wider impacts of the pandemic on social issues and public health, focusing on four interrelated areas: mental health, substance use, housing precarity, and food insecurity. Through a justice lens, we will examine how the pandemic has affected health disparities in equity-seeking groups and use that knowledge to recommend strategies to 'build back better,' in Saskatchewan and nationally. 
This research has immense potential to compel decision-makers to act on their own evidence and apply lessons from the pandemic in rebuilding our systems, programs and services, and community resiliency. 
Also, a longer-lasting product will be a digital, public archive sister project established to collect and preserve memories, reflections, insights from Saskatchewan residents during COVID-19."
Improving Life Trajectories through Indigenous Community Governance in Primary Health Care Research across Ontario,"['Muise, Gertie M', 'Manson, Heather', 'Smylie, Janet K', 'Walker, Jennifer']",['N/A'],"['Improving Life Trajectories', 'Indigenous Community Governance In Primary Health Care']",100000.0,381768,"The goal of this proposed project is the development of an Indigenous-informed and designed model for health research focused on improving life trajectories. The partners involved will collaborate to gather compelling community-based experience with interventions that have the potential to transform patterns of intergenerational trauma to intergenerational healing. The Indigenous Primary Health Care Council (IPHCC) is a new Indigenous-governed culture-based and Indigenous-informed organization. Its key mandate is to support the advancement and evolution of Indigenous primary health care services provision and planning throughout Ontario. As the lead,  IPHCC proposes to collaborate with a collective of Indigenous research leaders and organizations, as well as a key ally within Public Health Ontario, Knowledge Keepers and leaders to engage with Indigenous communities and stakeholders across regions of Ontario currently served by Aboriginal Health Access Centres (AHACs) and Aboriginal Community Health Centres (CHCs). The resulting Indigenous-led model of healthy life trajectory intervention research will be presented at the proposed workshop to be hosted by CIHR."
Strengthening Global Systems to Protect Children: A multi-national analysis of HIV risk and violence against children,"['Muldoon, Katherine A']",['N/A'],"['Child Protection', 'Epidemiology', 'Hierarchical Modeling', 'Hiv/Aids', 'Human Rights', 'Social Determinants Of Health', 'Survey Analysis', 'Violence']",150000.0,301537,"Violence against children continues to be one of the leading human rights violations worldwide. Protecting children is a key priority area for governments and global organizations including the United Nations and the World Health Organization. This is particularly relevant to countries with generalized HIV epidemics that have strained the national capacity to protect children. In response to the need for rigorous evidence to inform policy and programming for the protection of children, the Centers for Disease Control and Prevention (CDC) developed and conducted the National Violence Against Children (VAC) Surveys in Swaziland, Tanzania, Kenya, Zimbabwe, Haiti, Cambodia and Indonesia. The VAC Surveys systematically measure physical, emotional and sexual violence against children and have documented that almost 60% of children have experienced violence before the age of 18 years. To date, the CDC has produced technical reports that describe the epidemiological patterns of child violence, evaluate health systems and make recommendations for interventions to prevent violence against children, however the multi-national datasets remain largely unexplored. In collaboration with Columbia University and the University of Ottawa, this research program will use the multi-national VAC Surveys to explore the linkages between individual, relationship, community and societal factors to investigate how violence against children is a product of multiple features of a childs environment. Results of these analyses are designed to inform programming and policy in child protection and HIV/AIDS prevention to promote safer societies for children."
Evidence for Pathways out of Childhood Adversity: Expert Meeting on Orphans and Vulnerable Children in Uganda,"['Muldoon, Katherine A', 'Mills, Edward J']","['Ford, Nathan', 'Birungi, Josephine', 'Cameron, D.William', 'Duff, Katherine P', 'Kaida, Angela K', 'Kirumira, Edward', 'Moore, David M', 'Nabiryo, Christine', 'Ssewamala, Fred', 'Stark, Lindsay']","['Child Protections', 'Hiv/Aids', 'Uganda']",22372.0,299043,"In low-resource settings, the burden of HIV/AIDS has led to millions of children below the age of 18 who have lost one or both parents to HIV, and are at increased risk of having or becoming infected with the virus. The syndemics of poverty and HIV in Uganda have contributed to 2.6 million orphans, 1.1 million of whom are orphaned to HIV/AIDS. This planning grant will fund an expert meeting to bring together leading researchers and care providers from the fields of child protections and HIV/AIDS. A two-day learning forum will be held in Uganda to: 1) provide overviews of each partner organization, share key achievements and challenges related to HIV and orphans and vulnerable children action-research; and 2) discuss specific upcoming funding applications, review potential research designs and prepare a timeline and roles for submitting a successful proposal. With millions of orphans and vulnerable children in need of support and protection, there is an urgent need to develop and design studies to evaluate and provide evidence to identify and support pathways out of childhood adversity."
Violence and HIV prevention among young women who exchange sex for survival in post-conflict Northern Uganda,"['Muldoon, Katherine A']",['N/A'],"['Conflict And Health', 'Epidemiology', 'Gender-Based Violence', 'Global Health', 'Hiv/Aids', 'Transactional Sex Work', 'Vulnerable Population']",72000.0,218728,"Hindered by social stigma and lack of access to health resources, sex workers experience inordinate amounts of gender-based violence (GBV) and represent the group with the highest rate of new HIV infections in Africa. Young women remain educationally and economically disenfranchised, increasing their risk of exchanging sex for survival. Elevated rates of HIV infection commonly accompany the post-conflict phase, emphasizing the need for evidence-based strategies to intervene as Northern Uganda transitions to post-conflict after 20 years of war. Within a longitudinal study of HIV prevention and care among female youth who exchange sex for survival in Northern Uganda, this proposal aims to: 
1) Estimate the prevalence of historical GBV among youth and relationship to HIV prevalence; 2) Examine how historical violence shapes patterns of condom use with clients and incidents of interpersonal violence; 3) Estimate the incidence of HIV infection among youth mediated by historical and current experiences of GBV. 
Methods: Participants (n = 500 women engaged in sex for survival; 14-29 years) will be recruited through The AIDS Support Organization (TASO), the most well-established indigenous AIDS organization in Africa. This study will use participatory mapping and time-location sampling to identify young women and the places where they congregate. We will use Logistic regression to examine the relationship between violence and the biological and socio-cultural associations with HIV status. Survival analysis will be used to determine the gendered predictors of sero-conversion over a 2-year follow-up period. 
Outcome: The post-conflict moment in Uganda is a critical time to address the needs of young women and combat the further escalation of Uganda's HIV epidemic. Results from this research will inform evidence-based HIV prevention among one of the most at-risk groups and contribute to TASO's intervention efforts, both in Northern Uganda and other branches across Uganda."
From youth to seniors: Bringing public and population health to the people,"['Muller, Alison L']","['Mann, Jim', 'Barbic, Skye P', 'Bartlett, Sofia R', 'Hung, Lillian M', 'Salmon, Amy L', 'Slaunwhite, Amanda K']","['Incarcerated Persons', 'Population Health', 'Public Health', 'Science Communication', 'Seniors', 'Youth']",8000.0,485677,"The Centre for Health Evaluation and Outcome Sciences (CHÉOS) is interested in hosting three Café Scientifique events focused on population and public health. Each Café will be hybrid (in-person and Zoom) and have a live doodle artist to provide visual imagery to help audience understanding and retention and create shareable content afterward. Our proposed research topics fall within three populations often experiencing vulnerable circumstances: youth, people who have experienced incarceration, and seniors with declining cognitive abilities. 

1) Our youth-focused Café Scientifique is a collaboration with Foundry, a BC-wide network of integrated health and wellness services for young people. A Foundry project, recently funded by CIHR, looked at the influence of TikTok on youth regarding mental health and connecting to health services. This Café will focus on the results of this project as well as include youth panelists who help shape the research ongoing at Foundry to improve youth mental health. 

2) In collaboration with the Canadian Collaboration for Prison Health and Education, CHÉOS will host a Café Scientifique with a panel of researchers and people with lived experiences of incarceration to discuss access to sexual health services while in prison. Unfortunately, there is reduced access to sexually transmissible and blood-borne infection testing and care in prison, which is further exacerbated by stigma. Our panel aims to combine storytelling and research to reduce the stigma for both sexual health testing and incarceration.

3) Our third Café will focus on supporting person-centered care for people living with dementia. There will be discussions surrounding the digital app 'What Matters', which provides a profile of people with dementia including basic information and what calms them and brings them joy for their caretakers. This event aims to gain insight into how this app be improved to help people living with dementia and their caregivers."
Prevention and Preservation: The methodology of digital stories for preserving cultural knowledge for community health,"['Mullett, Jennifer']",['N/A'],"['Arts Based Methods', 'Community Health', 'Diabetes Prevention', 'Digital Stories', 'First Nations Health', 'Health Promotion', 'Intergenerational Knowledge Sharing', 'Knowledge Dissemination', 'Participatory Research', 'Public Health']",24928.0,284042,"First Nations youth and elders on Vancouver Island have worked in collaboration to create digital stories focused on the preservation of cultural knowledge and community histories. In addition, these stories contain prevention messages (healthy eating, healthy living, respect for land, connections to community and cultural values).  These stories were generated by and produced by community members based on the values and concerns of each community but have relevance for many communities. Disseminating these stories as well as lessons learned in the application of the digital story method for engaging First Nations youth will support the preservation of cultural knowledge and the dissemination of health promoting information in culturally relevant ways. This will also continue the capacity building objectives of the research by supporting youth and community members to do presentations and attend symposia in their communities and other jurisdictions. In addition, the knowledge of the outcome research that indicates the value of the collaborative digital story methodology for the youth and elders will be shared with appropriate audiences (academic and policy and practice)."
Assessment of products with child-appealing packaging in the Canadian food supply: Evidence to inform and monitor the impact of public health nutrition policy,"['Mulligan, Christine']",['N/A'],"[""Children'S Health"", ""Children'S Nutrition"", 'Dietary Assessment', 'Marketing Intensity', 'Marketing Restrictions', 'Nutrient Profiling', 'Nutrition', 'Nutrition Policy', 'Nutritional Quality', 'Product Packaging']",105000.0,404068,"Child-appealing food marketing has been shown to influence food preferences in children, subsequently impacting their diets and contributing to the growing burden of obesity and diet-related disease in Canadian children. In attempt to mitigate these effects, federally mandated regulations restricting the marketing of unhealthy foods to children have been proposed in Canada. However, there is a lack of evidence which comprehensively and systematically characterizes the marketing intensity, nutritional quality and dietary impacts of child-appealing food products on Canadian children, which will be integral to supporting and informing this policy development. 
The focus of this project is therefore to analyze the extent, nature and intensity of child-appealing food marketing in Canada. Secondly, this research will evaluate the nutritional quality and the impact that consuming these products may have on Canadian children's diet quality. 
Drawing on product packaging data from the the University of Toronto Food Label Information Program (FLIP) 2017 database, products with child-appealing marketing on their packaging will be analyzed.  The nutritional information found in FLIP will allow for the evaluation of the nutritional quality of these products using a series of nutrient profile models developed specifically for characterizing the healthfulness of child-appealing products.  These findings will be applied to children's food consumption data from the 2015 Canadian Community Health Survey in order investigate the impact of consuming child-appealing food products on the overall quality of children's diets in Canada. 
The results of this research will provide critical evidence to evaluate the current child-appealing packaged food environment and to directly inform the development, implementation and importantly, the monitoring of legislation and regulations in this area - ultimately contributing to the overall betterment of the dietary health of Canadian children."
Strengthening the Community Midwife Program in Pakistan: Developing Strategies to Address Gendered Mobility Restrictions of Female Health Care Providers,"['Mumtaz, Zubia']",['N/A'],"['Community Midwives', 'Gender', 'Marginalization', 'Maternal Health', 'Maternal Mortality', 'Pakistan', 'Workshop']",10000.0,308026,"Pakistan will fail to meet Millennium Development Goal 5 target to reduce its maternal mortality rate (MMR) to 140/100,000 live births by 2015.  The persistently low rate of skilled birth attendance, particularly in rural areas, has been identified as one key reason for its  high MMR. To address the lack of skilled maternal healthcare providers in rural areas, the government of Pakistan created a new cadre of midwives called Community Midwives (CMWs). CMWs are young rural women between the ages of 18 to 35 years who are provided with 18-months of midwifery training. They are deployed to their home-villages to provide domiciliary antenatal, childbirth, and postnatal care. Currently, the program is functioning sub-optimally  with nearly 80% of the CMWs not working. Our research identified gendered restrictions on women's mobility, characteristic of this society, as a key barrier that deterred the women from delivering services. There is an urgent need to identify strategies and interventions to support the CMWs to overcome these gendered mobility restrictions. In collaboration with the Government of Pakistan, specifically the Pakistan Maternal, Neonatal and Child Health program, we aim to develop a pilot intervention to test ways to support the CMWs to overcome the gendered mobility restrictions they face in their provision of timely maternity care. To ensure the research meets the needs of knowledge users,  we propose to conduct a 3-day planning workshop with the Director-General Health, Chief of the MNCH program, and the chief of the Policy & Planning Unit. Early-stage involvement of these key stakeholders is crucial to development a common understanding of community needs, priority issues, and viability of ideas. The expected outcome of the 3-day event is a logic model that will be the basis of a grant application."
"Addressing Disparities in Maternal Health Care in Pakistan: Gender, Class and Exclusion","['Mumtaz, Zubia']","['Hamid, Saima', 'Laing, Lory M', 'Salway, Sarah M', 'Shanner, Laura', 'Zaman, Shakila']","['Gender', 'Global Health', 'Knowledge Translation', 'Maternal Health Care Services', 'Qualitative Resarch Methods', 'Social Exclusion']",402276.0,180892,"Two-thirds of all maternal deaths worldwide occur in just 13 countries. Despite two decades of the Safe Motherhood initiative and the inclusion of maternal mortality rate as a UN Millennium Development Goal, complications of pregnancy and childbirth remain a leading cause of death for women in these nations. While simple, cost-effective strategies can reduce maternal deaths, vulnerable women living at the economic and social margins of society often do not receive the necessary services. This study will examine how class and gender influence the design and delivery of maternal health services, and how these factors may affect poor women's access to health services in Pakistan, one of the 13 countries with the highest maternal mortality rates.

Social understandings of class, caste, gender and related distinctions as experienced in Pakistan will be explored using a range of interdisciplinary methods, and patterns of maternal health care usage (and barriers to usage) according to these social distinctions will be documented. Information will be collected from two groups of participants: (1) poor, socially disadvantaged women and men, and (2) district, provincial and federal level policy-makers, program managers and health service providers. Later workshops with policy-makers and service providers will facilitate translation of these research results into improved maternal health policy and practice. This project will also increase interdisciplinary research capacity in both Canada and Pakistan. These outcomes promote a key Canadian policy objective: to deliver a durable impact on the world's key development challenges, including social inequalities."
"Redesigning care models for the prevention of mother-to-child transmission of HIV among indigenous women in Papua, Indonesia","['Munro, Jenny']",['N/A'],"['Culture', 'Gender', 'Hiv', 'Indigenous', 'Intervention', 'Maternal-Child Health', 'Pregnancy', 'Prevention']",90000.0,258082,"Indigenous women's access to HIV services is shaped by gendered cultural norms surrounding pregnancy, childbirth, and newborn care.  Increased scrutiny from kin to a pregnant woman's diet, medications and mobility, and approaches to childbirth and newborn care that depend on the advice and practices of female kin constrain women's ability to keep their HIV status a secret. Complicated familial relationships are only one set of challenges; a second area of difficulty is relationships built with outreach and support providers who are typically nurses, doctors, or non-governmental organization staff. It is unclear how different models of care within the normative model of PMTCT may affect women's ability and willingness to use HIV services. In a highly stigmatized environment, this intervention study seeks to improve pregnant women's health and HIV outcomes through an understanding of the relationship between PMTCT service providers, their models of outreach and care, and the needs and experiences of indigenous HIV positive pregnant women."
An Indigenous HIV Prevention Strategy for Tanah Papua,"['Munro, Jenny']","['Biderman, Todd', 'Mcintyre, Lynn']","['Community Engagement', 'Consensus-Building', 'Hiv Prevention', 'Indigenous Populations', 'Indonesia', 'Papua And West Papua']",24997.0,283985,"An HIV epidemic is disproportionately affecting indigenous men and women over non-indigenous migrants in Papua and West Papua, the easternmost provinces of Indonesia. There continues to be no HIV prevention strategy that focuses on the needs and experiences of indigenous Papuans, despite clear recommendations produced a decade ago. Our project, based on partnerships with three indigenous-run non-governmental organizations in Manokwari, West Papua, aims to engage local community members and non-local stakeholders working in the field of HIV prevention in a three day consensus-building activity to define an Indigenous HIV Strategy for Tanah Papua, as well as to establish priorities for research, training and capacity-building that will enable this Strategy to be operationalized."
